epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,7478.1,1.30281,0.9629,0.95022,0.52836,0.42264,0.43836,0.26651,1.29043,0.95307,0.9554,0.002476,0.002476,0.002476
116,7543.03,1.29778,0.95666,0.95015,0.52755,0.42149,0.43786,0.26634,1.28956,0.95317,0.95522,0.00241,0.00241,0.00241
117,7605.57,1.29543,0.95509,0.94685,0.53405,0.41957,0.43753,0.26621,1.28915,0.95283,0.95502,0.002344,0.002344,0.002344
118,7668.83,1.29905,0.95431,0.94886,0.53808,0.41553,0.43713,0.26583,1.28912,0.95279,0.95493,0.002278,0.002278,0.002278
119,7730.34,1.29831,0.95669,0.94736,0.54145,0.41534,0.43794,0.26631,1.28985,0.95298,0.95506,0.002212,0.002212,0.002212
120,7796.14,1.29907,0.95236,0.94907,0.54082,0.41582,0.4381,0.26651,1.29015,0.9532,0.955,0.002146,0.002146,0.002146
121,7859.27,1.30118,0.95384,0.94928,0.53855,0.41657,0.43812,0.26652,1.29004,0.95358,0.95483,0.00208,0.00208,0.00208
122,7923.16,1.2963,0.95318,0.94922,0.54186,0.41777,0.43897,0.267,1.29044,0.95256,0.9549,0.002014,0.002014,0.002014
123,7986.6,1.30209,0.94901,0.9477,0.53684,0.41963,0.43925,0.26708,1.29013,0.95201,0.95468,0.001948,0.001948,0.001948
124,8052.4,1.29771,0.9513,0.94772,0.53955,0.41789,0.43978,0.2674,1.29017,0.95203,0.95459,0.001882,0.001882,0.001882
125,8127.83,1.29556,0.94865,0.94738,0.53637,0.41886,0.43976,0.26736,1.28939,0.95157,0.95433,0.001816,0.001816,0.001816
126,8191.62,1.29028,0.94504,0.94662,0.53644,0.42003,0.43992,0.26739,1.28915,0.951,0.95429,0.00175,0.00175,0.00175
127,8256.44,1.29593,0.9477,0.94834,0.53138,0.42222,0.43962,0.26704,1.28938,0.95115,0.95433,0.001684,0.001684,0.001684
