epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,3137.18,1.34284,1.00541,0.96807,0.53538,0.41403,0.43419,0.26564,1.29945,0.9649,0.96379,0.006436,0.006436,0.006436
56,3193.23,1.34204,0.9984,0.9634,0.5377,0.41178,0.43727,0.26871,1.29366,0.96158,0.96288,0.00637,0.00637,0.00637
57,3257.24,1.34064,0.9957,0.96676,0.53717,0.41205,0.43919,0.26949,1.29242,0.96069,0.96335,0.006304,0.006304,0.006304
58,3313.42,1.33636,0.99126,0.96608,0.55142,0.40957,0.43898,0.27059,1.28901,0.9571,0.96221,0.006238,0.006238,0.006238
59,3369.32,1.33843,0.99589,0.96654,0.52716,0.41849,0.43774,0.26814,1.29259,0.96012,0.96306,0.006172,0.006172,0.006172
60,3426.31,1.33257,0.98866,0.96369,0.5287,0.42103,0.44038,0.27005,1.29114,0.95543,0.96191,0.006106,0.006106,0.006106
61,3482.79,1.33055,0.98728,0.96283,0.54592,0.41717,0.44217,0.27049,1.28627,0.95312,0.95999,0.00604,0.00604,0.00604
62,3539.09,1.33038,0.98712,0.9609,0.53309,0.42745,0.444,0.27192,1.28738,0.95374,0.96113,0.005974,0.005974,0.005974
63,3596.42,1.32599,0.9801,0.96386,0.53993,0.42021,0.44334,0.27371,1.28769,0.95177,0.96028,0.005908,0.005908,0.005908
64,3652.86,1.32349,0.9785,0.9596,0.54297,0.4191,0.44277,0.27187,1.28961,0.95365,0.96079,0.005842,0.005842,0.005842
65,3708.88,1.32677,0.98053,0.96157,0.53751,0.42167,0.44387,0.27305,1.28297,0.95015,0.95938,0.005776,0.005776,0.005776
66,3765.21,1.32359,0.97772,0.96195,0.53561,0.42652,0.44571,0.27382,1.27966,0.94649,0.95811,0.00571,0.00571,0.00571
67,3821.19,1.32256,0.97425,0.96067,0.52748,0.42374,0.44371,0.27216,1.28757,0.94709,0.95903,0.005644,0.005644,0.005644
68,3877.7,1.32861,0.97356,0.95993,0.54782,0.41666,0.44551,0.27316,1.28314,0.94649,0.95801,0.005578,0.005578,0.005578
69,3932.84,1.31044,0.9604,0.95611,0.53729,0.42694,0.44553,0.273,1.28309,0.94645,0.95887,0.005512,0.005512,0.005512
70,3986.9,1.32483,0.97741,0.96068,0.54833,0.4177,0.44375,0.27201,1.28248,0.94614,0.95843,0.005446,0.005446,0.005446
71,4041.17,1.32292,0.96801,0.96143,0.54082,0.41944,0.44547,0.27402,1.28259,0.94466,0.95897,0.00538,0.00538,0.00538
72,4096.65,1.32342,0.97038,0.95992,0.54954,0.41912,0.4466,0.27413,1.2857,0.94425,0.95836,0.005314,0.005314,0.005314
73,4152.26,1.31662,0.96823,0.96003,0.54459,0.42039,0.44753,0.27429,1.28102,0.94314,0.95778,0.005248,0.005248,0.005248
74,4207.7,1.3119,0.96426,0.95716,0.53856,0.42592,0.44642,0.27378,1.27948,0.94304,0.95716,0.005182,0.005182,0.005182
75,4264.19,1.3148,0.96706,0.95911,0.54121,0.42494,0.44809,0.27486,1.27827,0.94095,0.95734,0.005116,0.005116,0.005116
76,4320.61,1.3183,0.96352,0.95904,0.54672,0.42186,0.45148,0.27695,1.27608,0.93875,0.95669,0.00505,0.00505,0.00505
77,4376.77,1.3185,0.96096,0.95854,0.53624,0.42896,0.44965,0.27567,1.27944,0.93872,0.95816,0.004984,0.004984,0.004984
78,4433.36,1.31306,0.95826,0.95436,0.5387,0.42986,0.44906,0.2749,1.28095,0.94093,0.95708,0.004918,0.004918,0.004918
79,4489.77,1.31023,0.95716,0.95528,0.5482,0.4261,0.44764,0.27492,1.27881,0.94195,0.95728,0.004852,0.004852,0.004852
80,4546.9,1.31486,0.95501,0.95397,0.55565,0.42228,0.4497,0.27592,1.27939,0.93919,0.95677,0.004786,0.004786,0.004786
81,4603,1.30109,0.94984,0.9546,0.53745,0.42974,0.45095,0.27623,1.27671,0.93791,0.95618,0.00472,0.00472,0.00472
82,4659.68,1.3053,0.94934,0.95691,0.53581,0.43182,0.45051,0.2761,1.27787,0.93552,0.95603,0.004654,0.004654,0.004654
83,4716.65,1.30464,0.94884,0.95357,0.53659,0.42904,0.45129,0.27759,1.27582,0.93424,0.95477,0.004588,0.004588,0.004588
84,4772.51,1.30631,0.95026,0.9565,0.54385,0.42919,0.45121,0.27741,1.27427,0.93485,0.95498,0.004522,0.004522,0.004522
85,4828.73,1.30607,0.94847,0.95622,0.53649,0.43284,0.45289,0.27797,1.2746,0.93525,0.95405,0.004456,0.004456,0.004456
86,4884.39,1.29442,0.93698,0.95252,0.54672,0.42564,0.45359,0.27818,1.27442,0.93346,0.95438,0.00439,0.00439,0.00439
87,4941.28,1.29856,0.94146,0.95487,0.53789,0.43832,0.45592,0.27957,1.27544,0.93153,0.95451,0.004324,0.004324,0.004324
88,4997.76,1.30073,0.94309,0.95175,0.54318,0.43545,0.45686,0.28089,1.27339,0.93131,0.95414,0.004258,0.004258,0.004258
89,5054.82,1.30006,0.94556,0.95313,0.55418,0.42795,0.45495,0.27939,1.27466,0.93196,0.95433,0.004192,0.004192,0.004192
90,5111.63,1.29985,0.93945,0.95227,0.53955,0.43384,0.45455,0.27826,1.27665,0.93159,0.95492,0.004126,0.004126,0.004126
91,5167.83,1.29845,0.94046,0.95143,0.53273,0.43612,0.45481,0.27873,1.27543,0.92976,0.95422,0.00406,0.00406,0.00406
92,5223.92,1.29498,0.93645,0.95122,0.54975,0.43005,0.45573,0.27909,1.27612,0.92963,0.95419,0.003994,0.003994,0.003994
93,5280,1.2937,0.93376,0.95086,0.54784,0.43255,0.45612,0.28,1.27534,0.92832,0.9542,0.003928,0.003928,0.003928
94,5336.16,1.29223,0.93416,0.95034,0.54045,0.43643,0.45582,0.27996,1.27612,0.92804,0.95421,0.003862,0.003862,0.003862
95,5392.8,1.29456,0.93215,0.95013,0.54275,0.4322,0.45537,0.27923,1.27553,0.92815,0.95431,0.003796,0.003796,0.003796
96,5448.52,1.29401,0.92822,0.95061,0.53121,0.44018,0.4546,0.27902,1.27501,0.92809,0.95422,0.00373,0.00373,0.00373
97,5505.11,1.29849,0.93172,0.95105,0.54282,0.43326,0.45454,0.27893,1.2761,0.92886,0.95429,0.003664,0.003664,0.003664
