epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,16876.9,1.44445,1.12608,1.27325,0.54112,0.43656,0.45962,0.27926,1.41297,1.09417,1.28722,0.002146,0.002146,0.002146
121,17002.3,1.43796,1.12504,1.27629,0.54012,0.43775,0.45969,0.27913,1.41314,1.09379,1.28696,0.00208,0.00208,0.00208
122,17139.8,1.44598,1.13311,1.28036,0.54133,0.4379,0.46038,0.279,1.41331,1.09339,1.28686,0.002014,0.002014,0.002014
123,17286.1,1.43959,1.12362,1.27842,0.54094,0.43909,0.46038,0.27916,1.4126,1.09308,1.2862,0.001948,0.001948,0.001948
124,17420.3,1.43226,1.12181,1.27246,0.54612,0.43823,0.46058,0.27896,1.4132,1.09316,1.28638,0.001882,0.001882,0.001882
125,17546.2,1.43521,1.11972,1.27043,0.54885,0.43747,0.46027,0.27889,1.4133,1.09301,1.28634,0.001816,0.001816,0.001816
126,17687.5,1.43814,1.11888,1.27226,0.54834,0.43777,0.46058,0.27921,1.41335,1.0928,1.28629,0.00175,0.00175,0.00175
127,17832.7,1.43786,1.12385,1.27826,0.54516,0.43988,0.46049,0.27935,1.41352,1.09261,1.28636,0.001684,0.001684,0.001684
128,17969.8,1.44103,1.12188,1.27454,0.54578,0.4405,0.46077,0.27917,1.41345,1.09194,1.28632,0.001618,0.001618,0.001618
129,18097.1,1.4381,1.11994,1.26962,0.54378,0.44018,0.46081,0.2792,1.41311,1.09218,1.28618,0.001552,0.001552,0.001552
130,18222.7,1.43571,1.12188,1.26948,0.54414,0.44049,0.4611,0.27943,1.41269,1.09192,1.28576,0.001486,0.001486,0.001486
131,18349,1.43094,1.11374,1.26999,0.54179,0.44147,0.46073,0.27914,1.41271,1.09169,1.28559,0.00142,0.00142,0.00142
132,18491.8,1.42646,1.10443,1.26826,0.54194,0.4407,0.46099,0.27926,1.41285,1.09132,1.28556,0.001354,0.001354,0.001354
133,18627.8,1.4357,1.11691,1.26812,0.54593,0.43934,0.4609,0.27955,1.41317,1.09141,1.28558,0.001288,0.001288,0.001288
134,18764.4,1.42819,1.10478,1.26348,0.54715,0.43874,0.46083,0.27969,1.41283,1.0914,1.28545,0.001222,0.001222,0.001222
135,18898.6,1.42459,1.10627,1.26754,0.54454,0.4405,0.46039,0.27953,1.41313,1.09083,1.28547,0.001156,0.001156,0.001156
136,19053,1.42989,1.10719,1.26884,0.54329,0.44079,0.46023,0.2793,1.41326,1.09071,1.28543,0.00109,0.00109,0.00109
137,19196,1.42182,1.1029,1.26707,0.54104,0.44117,0.46055,0.27935,1.41337,1.09049,1.28524,0.001024,0.001024,0.001024
138,19340,1.43507,1.10939,1.27108,0.54598,0.44006,0.46073,0.27954,1.41322,1.09025,1.2852,0.000958,0.000958,0.000958
139,19466.4,1.42259,1.09967,1.26162,0.54516,0.44075,0.46086,0.27966,1.41306,1.09004,1.28509,0.000892,0.000892,0.000892
140,19619,1.42576,1.10248,1.26204,0.54308,0.44029,0.46078,0.27988,1.41342,1.08981,1.28505,0.000826,0.000826,0.000826
141,19735.2,1.36515,1.01921,1.26088,0.54588,0.43912,0.46058,0.27962,1.4138,1.08997,1.2852,0.00076,0.00076,0.00076
142,19841.5,1.3571,1.00163,1.25138,0.54601,0.43915,0.46031,0.27935,1.41404,1.08977,1.28532,0.000694,0.000694,0.000694
143,19946.5,1.35393,0.99784,1.25188,0.54838,0.43934,0.46037,0.27927,1.41434,1.08964,1.28541,0.000628,0.000628,0.000628
144,20052,1.35481,0.99591,1.25315,0.55056,0.43885,0.46036,0.27923,1.41458,1.08915,1.2854,0.000562,0.000562,0.000562
145,20159.1,1.34869,0.99177,1.2517,0.55052,0.43895,0.45997,0.27892,1.41449,1.08929,1.28519,0.000496,0.000496,0.000496
146,20263.9,1.34777,0.98776,1.25126,0.54769,0.4412,0.45997,0.27908,1.41481,1.08887,1.28527,0.00043,0.00043,0.00043
147,20369,1.34636,0.98737,1.24608,0.54587,0.4418,0.4594,0.27881,1.41522,1.08882,1.28542,0.000364,0.000364,0.000364
148,20474.2,1.34557,0.98644,1.24374,0.54614,0.4419,0.4594,0.27872,1.41528,1.08856,1.28539,0.000298,0.000298,0.000298
149,20580.6,1.34381,0.98198,1.24577,0.54434,0.44288,0.45932,0.27873,1.41543,1.08857,1.28547,0.000232,0.000232,0.000232
150,20685.2,1.34164,0.97851,1.24416,0.54585,0.44085,0.45935,0.27884,1.41552,1.08855,1.28535,0.000166,0.000166,0.000166
